Date,Open,High,Low,Close,Volume
"Apr 25, 2023",30.34,30.47,29.55,29.59,"20,399,200"
"Apr 24, 2023",30.68,31.06,30.23,30.68,"14,596,200"
"Apr 21, 2023",31.36,31.46,29.71,30.83,"40,543,100"
"Apr 20, 2023",31.52,32.04,31.4,31.5,"12,747,100"
"Apr 19, 2023",31.35,32.37,31.16,32.04,"13,822,000"
"Apr 18, 2023",32.37,32.93,31.61,31.73,"18,698,600"
"Apr 17, 2023",32.19,32.19,31.63,32.08,"25,206,200"
"Apr 14, 2023",31.31,31.62,30.93,31.48,"11,851,900"
"Apr 13, 2023",30.83,31.59,30.69,31.44,"15,079,600"
"Apr 12, 2023",31.19,31.45,30.4,30.59,"15,964,900"
"Apr 11, 2023",31.75,31.8,30.88,31.12,"16,906,500"
"Apr 10, 2023",30.96,31.78,30.61,31.74,"16,463,100"
"Apr 6, 2023",30.93,31.49,30.5,31.18,"14,486,900"
"Apr 5, 2023",30.95,31.24,30.47,31.12,"17,243,300"
"Apr 4, 2023",31.94,32.13,31.28,31.39,"15,146,900"
"Apr 3, 2023",31.5,31.75,31.17,31.46,"23,529,100"
"Mar 31, 2023",31.42,31.84,31.21,31.7,"14,824,600"
"Mar 30, 2023",31.5,31.85,30.88,31.19,"16,261,300"
"Mar 29, 2023",30.62,30.9,30.2,30.87,"18,917,500"
"Mar 28, 2023",30.53,30.86,29.98,30.07,"23,087,300"
"Mar 27, 2023",31.03,31.04,30.14,30.62,"17,918,000"
"Mar 24, 2023",30.94,31.15,30.29,30.75,"14,775,300"
"Mar 23, 2023",31.88,32.2,30.75,31.18,"16,806,900"
"Mar 22, 2023",32.58,32.72,31.5,31.52,"24,636,400"
"Mar 21, 2023",32.33,33.14,32.23,32.86,"19,780,200"
"Mar 20, 2023",31.6,32.36,31.46,31.93,"14,157,800"
"Mar 17, 2023",32.38,32.47,31.51,31.78,"27,102,500"
"Mar 16, 2023",31.59,32.9,31.55,32.73,"20,044,700"
"Mar 15, 2023",31.83,32.24,31.39,31.97,"28,434,900"
"Mar 14, 2023",32.94,33.42,32.16,32.36,"34,241,800"
"Mar 13, 2023",30.58,31.08,29.97,30.82,"24,302,600"
"Mar 10, 2023",32,32.03,30.77,31.11,"32,553,600"
"Mar 9, 2023",34.41,34.52,32.28,32.32,"27,629,700"
"Mar 8, 2023",34.01,34.63,33.52,34.01,"16,174,300"
"Mar 7, 2023",33.85,35,33.6,34.14,"25,538,400"
"Mar 6, 2023",34.58,35.11,33.85,33.88,"18,903,000"
"Mar 3, 2023",34,34.59,33.8,34.57,"14,990,400"
"Mar 2, 2023",32.54,33.8,32.23,33.69,"17,967,400"
"Mar 1, 2023",33.43,33.58,32.89,32.99,"14,404,700"
"Feb 28, 2023",33.75,34,33.17,33.26,"17,144,000"
"Feb 27, 2023",33.67,33.85,33.06,33.55,"19,079,100"
"Feb 24, 2023",33.7,33.92,33.02,33.4,"19,101,000"
"Feb 23, 2023",34.79,34.8,33.7,34.47,"23,661,700"
"Feb 22, 2023",34.35,35.17,34.22,34.54,"23,294,000"
"Feb 21, 2023",33.78,34.39,33.49,34.2,"24,696,800"
"Feb 17, 2023",35.96,36.23,34.57,34.77,"27,946,700"
"Feb 16, 2023",35.6,36.73,35.45,36.22,"28,202,700"
"Feb 15, 2023",35.01,36.24,34.72,36.23,"31,443,800"
"Feb 14, 2023",33.11,35.36,32.72,35.23,"38,856,500"
"Feb 13, 2023",34.5,34.52,33.35,33.44,"35,043,700"
"Feb 10, 2023",34.4,35.4,34.05,34.3,"41,936,400"
"Feb 9, 2023",36.89,37.36,35.65,35.89,"44,068,500"
"Feb 8, 2023",37.43,37.58,34.5,36.83,"109,597,800"
"Feb 7, 2023",33.66,35.06,33.41,34.9,"59,374,000"
"Feb 6, 2023",33.53,34.21,32.9,33.9,"33,594,900"
"Feb 3, 2023",32.17,33.95,32.15,33.09,"25,804,900"
"Feb 2, 2023",32.42,33.47,32.42,33.05,"32,045,500"
"Feb 1, 2023",30.88,31.85,30.64,31.49,"21,206,400"
"Jan 31, 2023",29.75,30.96,29.74,30.93,"15,611,500"
"Jan 30, 2023",30.2,30.54,29.59,29.63,"17,969,700"
"Jan 27, 2023",29.7,30.6,29.5,30.36,"18,224,000"
"Jan 26, 2023",30.53,30.65,29.31,30.02,"25,383,600"
"Jan 25, 2023",29.22,30.4,28.8,30.29,"14,488,100"
"Jan 24, 2023",28.51,31.2,28.51,29.93,"14,464,400"
"Jan 23, 2023",30.63,31.11,30.26,30.53,"22,041,100"
"Jan 20, 2023",29.3,30.39,29.12,30.36,"23,008,700"
"Jan 19, 2023",28.47,29.28,28.34,29.03,"15,651,500"
"Jan 18, 2023",29.95,30.09,28.89,28.96,"25,257,200"
"Jan 17, 2023",29.44,29.78,28.95,29.2,"20,816,500"
"Jan 13, 2023",28.68,29.5,28.66,29.44,"16,940,700"
"Jan 12, 2023",28.85,29.18,28.2,29.03,"17,513,400"
"Jan 11, 2023",28.24,28.52,27.92,28.35,"15,421,700"
"Jan 10, 2023",27.4,28.25,27.15,28.04,"15,413,700"
"Jan 9, 2023",27.3,28.05,27.15,27.4,"24,962,100"
"Jan 6, 2023",25.86,26.54,25.4,26.4,"19,443,800"
"Jan 5, 2023",25.73,26.01,25.55,25.55,"9,942,000"
"Jan 4, 2023",25.73,25.97,25.32,25.91,"14,816,000"
"Jan 3, 2023",25.37,25.75,25.02,25.36,"22,155,300"
"Dec 30, 2022",24.42,24.85,24.24,24.73,"20,474,100"
"Dec 29, 2022",24.75,25.38,24.29,24.91,"17,828,300"
"Dec 28, 2022",24.21,24.72,24.02,24.59,"15,669,200"
"Dec 27, 2022",24.29,24.7,23.9,24.4,"15,258,600"
"Dec 23, 2022",24.46,24.73,24.16,24.64,"11,610,000"
"Dec 22, 2022",24.93,25.1,24.04,24.64,"23,752,700"
"Dec 21, 2022",25.15,25.67,24.87,25.36,"20,444,500"
"Dec 20, 2022",24.72,25.28,24.61,24.96,"28,536,500"
"Dec 19, 2022",26.02,26.02,24.69,24.95,"35,616,100"
"Dec 16, 2022",26.06,26.45,25.66,25.97,"22,684,200"
"Dec 15, 2022",26.98,27.11,25.88,26.24,"19,377,800"
"Dec 14, 2022",27.07,27.82,26.77,27.47,"19,427,300"
"Dec 13, 2022",28.03,28.45,26.91,26.98,"27,635,400"
"Dec 12, 2022",26.42,27.23,26.11,27.03,"16,483,600"
"Dec 9, 2022",26.4,26.96,26.24,26.55,"14,253,500"
"Dec 8, 2022",26.52,27.03,26.28,26.45,"14,909,600"
"Dec 7, 2022",26.61,26.87,26.02,26.4,"21,193,900"
"Dec 6, 2022",27.7,27.86,26.7,26.92,"19,772,900"
"Dec 5, 2022",28.41,28.86,27.65,27.7,"17,486,300"
"Dec 2, 2022",27.38,28.78,27.19,28.75,"15,980,500"
"Dec 1, 2022",29.22,29.6,28.3,28.34,"18,066,600"
"Nov 30, 2022",27.8,29.14,27.64,29.14,"18,177,000"
"Nov 29, 2022",28.05,28.23,27.58,27.76,"15,007,800"
"Nov 28, 2022",28.11,28.66,27.73,27.76,"11,120,000"
"Nov 25, 2022",28.71,28.88,28.24,28.5,"5,200,400"
"Nov 23, 2022",28.36,28.94,28.14,28.79,"12,964,900"
"Nov 22, 2022",28.27,28.33,27.31,28.08,"20,368,600"
"Nov 21, 2022",28.52,28.71,28.01,28.25,"16,159,400"
"Nov 18, 2022",29.21,29.41,28.7,28.96,"15,676,300"
"Nov 17, 2022",29.1,29.5,28.4,28.88,"22,684,100"
"Nov 16, 2022",30.95,31.16,29.83,30.04,"26,540,200"
"Nov 15, 2022",30.25,31.82,30,31.57,"43,066,500"
"Nov 14, 2022",28.85,29.7,28.79,29.07,"24,426,200"
"Nov 11, 2022",28.95,30.43,28.7,29.15,"35,861,100"
"Nov 10, 2022",28.38,29.32,28.1,28.85,"35,196,900"
"Nov 9, 2022",27.31,28,26.44,26.55,"21,186,300"
"Nov 8, 2022",27.57,28.33,26.82,27.44,"27,033,900"
"Nov 7, 2022",28.7,28.83,27.61,27.69,"19,204,100"
"Nov 4, 2022",29.44,29.73,28.04,28.39,"22,304,200"
"Nov 3, 2022",28.03,29.52,27.71,28.73,"28,033,200"
"Nov 2, 2022",29.57,30.16,28.63,28.81,"37,083,500"
"Nov 1, 2022",30.07,31,29.12,29.75,"87,994,000"
"Oct 31, 2022",27.61,27.73,26.3,26.57,"37,327,000"
"Oct 28, 2022",27.81,27.88,26.49,27.5,"27,116,700"
"Oct 27, 2022",28.4,28.76,27.66,27.82,"16,768,600"
"Oct 26, 2022",28.17,28.98,27.86,28.2,"17,315,900"
"Oct 25, 2022",28,28.55,27.33,28.36,"17,366,400"
"Oct 24, 2022",27.71,27.98,26.51,27.65,"19,194,200"
"Oct 21, 2022",27.5,28.43,27.16,28.02,"20,651,600"
"Oct 20, 2022",27.32,28.68,27.24,27.87,"20,835,300"
"Oct 19, 2022",27.06,27.73,26.85,27.53,"15,428,500"
"Oct 18, 2022",27.07,27.71,26.5,27.61,"25,643,300"
"Oct 17, 2022",25.26,26.26,25.08,25.94,"25,074,900"
"Oct 14, 2022",25.65,26.07,24.66,24.71,"22,540,000"
"Oct 13, 2022",24.47,26.02,24.19,25,"32,838,500"
"Oct 12, 2022",25.05,26.11,24.56,25.98,"30,945,900"
"Oct 11, 2022",25.55,26.05,22.94,24.66,"92,468,800"
"Oct 10, 2022",28.24,28.45,27.23,27.53,"13,413,500"
"Oct 7, 2022",28.83,28.86,27.92,28.07,"19,690,200"
"Oct 6, 2022",29.2,30.24,28.96,29.73,"25,399,500"
"Oct 5, 2022",28.48,29.65,28.31,29.18,"21,458,500"
"Oct 4, 2022",27.63,29.25,27.6,29.19,"25,462,200"
"Oct 3, 2022",26.76,26.9,25.96,26.72,"19,940,800"
"Sep 30, 2022",26.16,27.31,26.16,26.5,"23,894,900"
"Sep 29, 2022",27.66,27.72,26,26.42,"26,160,700"
"Sep 28, 2022",27.43,28.16,27.19,28.04,"21,290,400"
"Sep 27, 2022",27.67,28.49,27.16,27.57,"22,392,800"
"Sep 26, 2022",27.71,28.16,26.82,26.89,"24,953,800"
"Sep 23, 2022",28.01,28.34,27.36,27.82,"26,472,600"
"Sep 22, 2022",30.19,30.19,28.53,28.58,"29,038,100"
"Sep 21, 2022",31.45,31.67,30.35,30.47,"22,328,400"
"Sep 20, 2022",31.49,32.56,31.19,31.49,"23,652,400"
"Sep 19, 2022",31.44,31.98,31.06,31.49,"22,867,600"
"Sep 16, 2022",30.96,32.15,30.88,31.93,"50,970,700"
"Sep 15, 2022",32.95,34.33,32.74,33.13,"41,849,100"
"Sep 14, 2022",31.25,33.14,31.1,33.05,"34,493,400"
"Sep 13, 2022",30.69,31.78,30.22,31.32,"29,364,700"
"Sep 12, 2022",31.95,32.62,31.85,32.5,"29,349,900"
"Sep 9, 2022",31,32.05,30.89,31.78,"28,055,900"
"Sep 8, 2022",29.42,30.9,29.29,30.68,"29,393,500"
"Sep 7, 2022",28.91,30.15,28.82,30.03,"20,632,200"
"Sep 6, 2022",29.34,29.37,28.28,28.89,"20,422,800"
"Sep 2, 2022",29.5,29.64,28.65,29.05,"14,604,400"
"Sep 1, 2022",28.17,28.95,27.69,28.92,"17,828,100"
"Aug 31, 2022",29.11,29.88,28.75,28.76,"20,740,700"
"Aug 30, 2022",29.18,29.29,28.12,28.71,"24,409,300"
"Aug 29, 2022",28.1,29.19,28.06,28.74,"17,245,100"
"Aug 26, 2022",29.51,29.71,28.36,28.58,"16,490,800"
"Aug 25, 2022",28.89,29.64,28.81,29.62,"15,470,900"
"Aug 24, 2022",27.93,29.22,27.85,28.71,"20,022,500"
"Aug 23, 2022",28.06,28.67,27.75,27.81,"24,298,300"
"Aug 22, 2022",28.34,28.81,27.87,28,"20,233,100"
"Aug 19, 2022",29.5,29.57,28.63,29.01,"24,180,900"
"Aug 18, 2022",30.56,30.62,29.86,30.15,"20,831,600"
"Aug 17, 2022",31.65,31.71,30.44,30.72,"24,239,400"
"Aug 16, 2022",32.08,32.72,31.33,32.38,"28,072,300"
"Aug 15, 2022",32.1,32.91,31.93,32.49,"14,149,200"
"Aug 12, 2022",32.59,32.76,31.7,32.47,"21,950,700"
"Aug 11, 2022",33.16,33.36,32.04,32.24,"24,624,600"
"Aug 10, 2022",32.44,33.19,32.23,32.8,"31,318,100"
"Aug 9, 2022",31.37,31.55,30.72,31.06,"27,042,900"
"Aug 8, 2022",32.33,32.96,31.66,31.85,"28,064,900"
"Aug 5, 2022",31.2,32.63,31.04,32.01,"39,963,600"
"Aug 4, 2022",29.78,32.23,29.6,31.85,"55,573,600"
"Aug 3, 2022",29.72,31.43,29.36,30.19,"62,061,200"
"Aug 2, 2022",28.49,29.43,27.1,29.25,"107,926,300"
"Aug 1, 2022",23.43,24.62,22.89,24.6,"46,960,700"
"Jul 29, 2022",23.18,23.49,22.39,23.45,"29,406,600"
"Jul 28, 2022",22.89,23.42,22.14,23.31,"22,886,100"
"Jul 27, 2022",23,23.32,22.49,23.09,"28,384,300"
"Jul 26, 2022",23.15,23.15,22.45,22.55,"24,402,800"
"Jul 25, 2022",23.27,23.54,22.63,23.35,"12,923,000"
"Jul 22, 2022",24.33,24.81,23.08,23.3,"20,209,400"
"Jul 21, 2022",24.02,24.25,23.6,24.23,"18,425,400"
"Jul 20, 2022",22.89,24.22,22.81,24.12,"27,844,600"
"Jul 19, 2022",22.75,23.08,22.19,22.67,"23,148,900"
"Jul 18, 2022",22.17,23.2,22.11,22.58,"30,935,900"
"Jul 15, 2022",21,21.78,20.76,21.67,"24,503,600"
"Jul 14, 2022",21.25,21.47,20.59,20.65,"31,561,700"
"Jul 13, 2022",20.93,21.61,20.72,21.5,"18,994,900"
"Jul 12, 2022",21.28,21.78,20.98,21.57,"17,373,500"
"Jul 11, 2022",21.95,22.25,21.14,21.19,"17,546,900"
"Jul 8, 2022",22.43,22.96,21.83,22.34,"20,231,300"
"Jul 7, 2022",21.64,22.76,21.61,22.74,"23,121,900"
"Jul 6, 2022",21.5,22.08,21.32,21.5,"32,689,400"
"Jul 5, 2022",21.17,22.55,20.83,22.52,"24,500,300"
"Jul 1, 2022",20.7,21.37,20.43,21.34,"20,693,300"
"Jun 30, 2022",21.11,21.13,19.9,20.46,"30,882,500"
"Jun 29, 2022",22.11,22.15,21.08,21.47,"30,704,800"
"Jun 28, 2022",22.97,23.46,22.04,22.08,"24,350,100"
"Jun 27, 2022",23.45,23.64,22.34,22.86,"27,153,400"
"Jun 24, 2022",22.48,23.19,22.3,23.03,"38,140,100"
"Jun 23, 2022",21.63,22.44,21.39,22.37,"27,010,500"
"Jun 22, 2022",21.41,22.21,21.3,21.5,"32,314,400"
"Jun 21, 2022",22,22.46,21.69,21.76,"35,257,700"
"Jun 17, 2022",20.37,21.96,20.37,21.81,"46,728,400"
"Jun 16, 2022",21.04,21.4,20.16,20.47,"55,312,400"
"Jun 15, 2022",21.34,22.39,21.24,22.03,"36,073,700"
"Jun 14, 2022",21.72,21.95,20.89,21.09,"43,006,300"
"Jun 13, 2022",22.22,22.58,21.34,21.57,"33,130,300"
"Jun 10, 2022",24.8,24.97,23.65,23.72,"29,868,000"
"Jun 9, 2022",25.94,26.69,25.35,25.44,"42,063,600"
"Jun 8, 2022",25.7,26.55,25.3,25.83,"31,225,300"
"Jun 7, 2022",24.2,25.7,24.07,25.3,"27,453,700"
"Jun 6, 2022",24.86,25.43,24.28,24.73,"29,834,700"
"Jun 3, 2022",24.17,24.5,23.73,24.15,"24,283,600"
"Jun 2, 2022",23.07,24.83,22.94,24.74,"30,691,100"
"Jun 1, 2022",23.53,23.87,22.57,22.94,"26,383,600"
"May 31, 2022",23.5,23.9,23.03,23.2,"33,194,800"
"May 27, 2022",23.49,24.13,23.33,23.67,"29,710,200"
"May 26, 2022",22.15,23.28,21.92,23.1,"30,199,400"
"May 25, 2022",21.71,22.35,21.27,22.04,"31,270,800"
"May 24, 2022",23.69,23.74,21.41,21.55,"40,726,100"
"May 23, 2022",23.32,23.83,22.71,23.78,"35,204,800"
"May 20, 2022",23.81,24.1,22.41,23.35,"32,104,700"
"May 19, 2022",22.29,23.81,22.2,23.24,"36,461,200"
"May 18, 2022",23.98,24.19,22.34,22.46,"35,747,300"
"May 17, 2022",24.32,24.9,23.59,24.2,"33,859,400"
"May 16, 2022",24.31,24.46,23.4,23.59,"27,285,200"
"May 13, 2022",23.88,24.87,23.68,24.39,"53,577,600"
"May 12, 2022",22.15,24.06,21.69,23.29,"63,999,300"
"May 11, 2022",23.28,24.15,22.5,22.57,"51,137,700"
"May 10, 2022",23.85,24.55,22.8,23.67,"47,982,500"
"May 9, 2022",25.41,26.07,22.8,23.05,"58,095,900"
"May 6, 2022",26.84,26.84,24.75,26.07,"56,575,100"
"May 5, 2022",27.87,28.83,26.2,26.83,"52,804,200"
"May 4, 2022",27.41,28.4,25.9,28.1,"115,601,800"
"May 3, 2022",30.15,30.59,28.85,29.47,"58,340,700"
"May 2, 2022",31.24,31.35,29.51,30.39,"45,651,000"
"Apr 29, 2022",32.52,33.15,31.41,31.48,"24,948,600"
"Apr 28, 2022",31,32.87,30.98,32.82,"30,251,600"
"Apr 27, 2022",31.1,31.98,30.16,30.68,"30,762,600"
"Apr 26, 2022",32.04,32.2,31,31.33,"26,981,900"
"Apr 25, 2022",30.59,32.5,30.46,32.44,"29,416,300"
"Apr 22, 2022",31.62,32.22,30.8,30.83,"22,748,900"
"Apr 21, 2022",34.25,34.41,31.37,31.68,"32,937,100"
"Apr 20, 2022",33.99,34.32,33.18,33.21,"21,330,500"
"Apr 19, 2022",32.16,33.99,31.97,33.8,"23,319,600"
"Apr 18, 2022",32.55,32.6,31.42,31.79,"24,413,800"
"Apr 14, 2022",32.86,33.47,32.64,32.68,"18,763,000"
"Apr 13, 2022",32,33.11,31.93,32.63,"20,186,400"
"Apr 12, 2022",32.4,33.1,31.71,31.99,"32,619,800"
"Apr 11, 2022",31.36,32.69,31.11,32.04,"19,680,300"
"Apr 8, 2022",31.92,32.55,31.58,32.05,"17,991,000"
"Apr 7, 2022",33.34,33.34,31.02,32.27,"34,581,000"
"Apr 6, 2022",33.85,34,32.55,33.41,"28,854,800"
"Apr 5, 2022",36.35,36.61,34.72,34.96,"20,984,200"
"Apr 4, 2022",36.4,36.93,36.22,36.51,"20,217,800"
"Apr 1, 2022",35.68,36.48,35.4,35.98,"16,793,300"
"Mar 31, 2022",36.5,36.73,35.37,35.68,"20,608,700"
"Mar 30, 2022",36.66,37.09,36.21,36.58,"22,306,500"
"Mar 29, 2022",35.57,37.45,35.57,37.19,"37,969,000"
"Mar 28, 2022",34.14,34.91,33.73,34.77,"22,175,200"
"Mar 25, 2022",34.55,34.92,33.55,34.06,"28,078,800"
"Mar 24, 2022",34.74,34.95,33.44,34.7,"52,533,600"
"Mar 23, 2022",32.71,33.68,32.57,33.06,"19,024,700"
"Mar 22, 2022",31.93,33.6,31.84,33.35,"21,852,800"
"Mar 21, 2022",32.82,32.82,31.25,31.98,"35,200,600"
"Mar 18, 2022",32.52,33.42,32.33,33.36,"35,827,800"
"Mar 17, 2022",32.34,32.92,31.57,32.85,"27,278,600"
"Mar 16, 2022",30.53,32.63,30.27,32.61,"34,688,800"
"Mar 15, 2022",29.52,30.41,29.06,29.8,"33,060,500"
"Mar 14, 2022",30.51,30.55,28.8,29.27,"41,897,400"
"Mar 11, 2022",31.3,31.39,30.42,30.76,"29,454,700"
"Mar 10, 2022",30.86,31.15,29.84,30.41,"30,785,900"
"Mar 9, 2022",31.75,32.73,31.2,31.5,"33,734,500"
"Mar 8, 2022",28.51,31.57,28.28,30.74,"55,014,700"
"Mar 7, 2022",31.48,31.94,28.55,28.57,"60,265,800"
"Mar 4, 2022",31.5,31.73,29.27,29.83,"52,098,700"
"Mar 3, 2022",34.22,34.29,31.42,31.72,"38,337,600"
"Mar 2, 2022",34,34.22,32.97,34.04,"26,112,500"
"Mar 1, 2022",35.45,35.6,33.65,33.89,"31,436,200"
"Feb 28, 2022",35.26,36.31,34.99,36.03,"44,865,200"
"Feb 25, 2022",34.84,35.27,34.01,34.98,"23,691,500"
"Feb 24, 2022",29.97,34.95,29.71,34.87,"42,978,100"
"Feb 23, 2022",33.89,34.21,32.3,32.39,"27,254,800"
"Feb 22, 2022",34.21,35.1,33.28,33.68,"28,731,300"
"Feb 18, 2022",35.52,36.33,34.67,34.68,"28,199,900"
"Feb 17, 2022",36.13,37.43,35.41,35.71,"28,432,100"
"Feb 16, 2022",36.63,37.39,36.27,36.58,"33,165,900"
"Feb 15, 2022",35.44,37.21,35.11,37.09,"38,183,500"
"Feb 14, 2022",35.2,35.99,34.32,34.59,"44,556,700"
"Feb 11, 2022",37.96,38.65,34.48,35.29,"72,568,400"
"Feb 10, 2022",41,42.56,37.35,37.75,"113,915,000"
"Feb 9, 2022",38.81,40.4,38.16,40.19,"52,614,100"
"Feb 8, 2022",37.25,38.57,36.95,38.34,"25,857,600"
"Feb 7, 2022",36.99,39.05,36.99,37.54,"30,303,200"
"Feb 4, 2022",35,37.35,34.36,37.05,"33,082,100"
"Feb 3, 2022",36.08,36.74,34.3,34.54,"32,192,100"
"Feb 2, 2022",38.53,38.62,37.03,37.17,"19,591,100"
"Feb 1, 2022",37.63,38.71,37.2,38.61,"19,669,900"
"Jan 31, 2022",35.34,37.54,35.3,37.4,"22,899,300"
"Jan 28, 2022",34.17,35.22,32.81,35.21,"28,007,100"
"Jan 27, 2022",35.37,35.79,33.94,34.09,"26,086,700"
"Jan 26, 2022",36.07,36.68,34.45,34.8,"29,495,900"
"Jan 25, 2022",35.47,36.09,34.51,34.82,"29,577,000"
"Jan 24, 2022",34.91,36.42,33.51,36.28,"49,261,600"
"Jan 21, 2022",37.41,37.6,35.85,35.94,"41,836,800"
"Jan 20, 2022",38.29,39.64,37.75,37.82,"21,720,100"
"Jan 19, 2022",38.21,38.89,37.12,37.86,"35,552,500"
"Jan 18, 2022",40.96,40.96,38.37,38.41,"36,873,700"
"Jan 14, 2022",42.4,42.72,40.35,41.51,"25,817,800"
"Jan 13, 2022",43.34,43.92,42.72,42.87,"17,190,100"
"Jan 12, 2022",43.99,44.1,42.53,43.04,"18,993,900"
"Jan 11, 2022",42.36,44.17,42.19,43.62,"22,161,000"
"Jan 10, 2022",41.48,42.81,40.16,42.6,"29,783,800"
"Jan 7, 2022",42,42.65,41.2,41.51,"24,875,800"
"Jan 6, 2022",43.11,44.08,40.97,42.03,"32,434,300"
"Jan 5, 2022",44.29,45.9,42.86,43.24,"28,498,700"
"Jan 4, 2022",44.23,44.8,42.58,44.42,"30,845,300"
"Jan 3, 2022",42.48,44.4,41.89,43.95,"26,089,000"
"Dec 31, 2021",42.53,43.12,41.93,41.93,"13,746,900"
"Dec 30, 2021",42.29,43.34,42.2,42.66,"13,516,300"
"Dec 29, 2021",42.72,42.93,41.81,42.46,"15,908,600"
"Dec 28, 2021",42.6,43.74,42.3,42.54,"21,481,000"
"Dec 27, 2021",43.44,44.24,42.82,42.96,"28,285,000"
"Dec 23, 2021",43.03,44.35,42.76,43.91,"21,763,400"
"Dec 22, 2021",41.95,43.23,41.45,43.02,"27,675,700"
"Dec 21, 2021",39.82,42.08,39.82,41.97,"28,385,200"
"Dec 20, 2021",38.45,40.15,38.08,39.7,"28,153,700"
"Dec 17, 2021",37.2,40,36.74,39.68,"51,048,100"
"Dec 16, 2021",38.25,38.58,37.13,37.7,"31,478,400"
"Dec 15, 2021",36.91,38.38,36.24,37.83,"37,612,600"
"Dec 14, 2021",35.25,38.45,35.21,37.26,"45,491,700"
"Dec 13, 2021",36.18,36.31,34.88,35.73,"38,394,700"
"Dec 10, 2021",37.41,37.87,36.61,36.67,"25,760,600"
"Dec 9, 2021",38.44,38.7,37.47,37.54,"22,994,800"
"Dec 8, 2021",38.3,39.41,38.01,38.81,"29,688,600"
"Dec 7, 2021",39.4,40.22,37.76,38.08,"40,443,300"
"Dec 6, 2021",35.95,38.69,35.44,38.49,"36,689,200"
"Dec 3, 2021",37.42,37.84,35.26,35.85,"47,392,700"
"Dec 2, 2021",36.55,38.4,36.45,38.12,"32,267,000"
"Dec 1, 2021",39.45,39.5,35.8,36.02,"47,316,400"
"Nov 30, 2021",39.25,39.95,37.03,38,"55,268,500"
"Nov 29, 2021",41.06,41.25,38.78,39.7,"27,724,400"
"Nov 26, 2021",39.61,40.62,38.77,40.52,"35,453,600"
"Nov 24, 2021",42,42.37,41.24,42.08,"17,118,200"
"Nov 23, 2021",42.38,43.14,41.6,42.68,"18,099,400"
"Nov 22, 2021",43.96,44.4,41.81,42.6,"31,355,200"
"Nov 19, 2021",43.93,44.72,43.5,44.23,"21,465,500"
"Nov 18, 2021",44.53,45.33,43.58,45,"27,839,900"
"Nov 17, 2021",45.36,45.64,43.9,44.11,"25,036,400"
"Nov 16, 2021",45.54,46.66,44.86,45.76,"46,219,700"
"Nov 15, 2021",45.11,45.26,43.56,43.61,"19,690,000"
"Nov 12, 2021",43.57,45.13,43.57,45.12,"29,804,600"
"Nov 11, 2021",43.32,43.72,42.44,43.28,"27,307,800"
"Nov 10, 2021",44.9,45.25,42.6,43.38,"33,712,200"
"Nov 9, 2021",45.91,45.98,43.68,45.51,"33,588,900"
"Nov 8, 2021",47.08,47.65,45.82,45.89,"25,257,900"
"Nov 5, 2021",47.5,48.74,46.61,47.19,"45,641,500"
"Nov 4, 2021",45.54,46.53,44.99,45.27,"31,903,000"
"Nov 3, 2021",45.33,46.26,44.71,45.72,"38,499,600"
"Nov 2, 2021",44.34,44.35,42.33,42.89,"28,002,600"
"Nov 1, 2021",44.07,45.03,43.65,44.36,"20,983,900"
"Oct 29, 2021",44.49,44.8,43.57,43.82,"18,283,200"
"Oct 28, 2021",45,45.41,44.38,44.62,"14,768,800"
"Oct 27, 2021",46.47,46.55,44.17,44.73,"26,999,800"
"Oct 26, 2021",46.28,47.69,45.86,46.02,"19,491,800"
"Oct 25, 2021",45.67,46.07,45.02,45.72,"12,955,500"
"Oct 22, 2021",46,46.5,45.23,45.51,"19,259,200"
"Oct 21, 2021",45.97,47.54,45.52,46.47,"15,741,000"
"Oct 20, 2021",47.15,47.54,45.93,46,"15,570,900"
"Oct 19, 2021",47.2,47.69,46.74,47.05,"16,500,200"
"Oct 18, 2021",47.68,47.95,46.75,47.07,"19,806,700"
"Oct 15, 2021",47.91,48.84,47.34,48.36,"20,581,700"
"Oct 14, 2021",46.98,47.94,46.84,47.28,"18,514,000"
"Oct 13, 2021",46.26,47,45.94,46.41,"13,754,400"
"Oct 12, 2021",46.33,47.05,46.15,46.72,"12,404,200"
"Oct 11, 2021",47.7,47.87,46.28,46.29,"16,336,800"
"Oct 8, 2021",48.08,48.88,47.6,47.77,"17,980,400"
"Oct 7, 2021",47.64,48.24,46.89,47.91,"25,961,600"
"Oct 6, 2021",45.33,47.18,45,47.01,"24,868,700"
"Oct 5, 2021",45.91,46.08,45.35,45.61,"12,433,900"
"Oct 4, 2021",46.47,46.83,45.2,45.72,"21,588,200"
"Oct 1, 2021",45.92,47.25,45.79,47.05,"25,428,300"
"Sep 30, 2021",44.71,45.37,43.86,44.8,"16,650,600"
"Sep 29, 2021",46,46.53,44.3,44.52,"24,599,500"
"Sep 28, 2021",46.7,47,45.76,45.98,"23,707,900"
"Sep 27, 2021",46.77,47.43,46.19,47.25,"23,034,800"
"Sep 24, 2021",45.46,47.04,45.29,46.63,"29,458,300"
"Sep 23, 2021",45.35,45.84,44.71,45.48,"26,232,800"
"Sep 22, 2021",44.9,46.62,44.61,44.87,"56,455,100"
"Sep 21, 2021",42.34,45,42.18,44.36,"106,631,700"
"Sep 20, 2021",38.88,40.22,38.73,39.79,"35,417,600"
