Date,Open,High,Low,Close,Volume
"Dec 3, 2024",73.06,73.25,71.25,71.27,"12,760,500"
"Dec 2, 2024",71.93,73.44,71.47,73.07,"11,574,600"
"Nov 29, 2024",71.7,72.44,71.52,71.96,"7,348,700"
"Nov 27, 2024",72.06,72.7,71.01,71.62,"12,967,800"
"Nov 26, 2024",73.49,73.5,71.34,71.56,"13,704,900"
"Nov 25, 2024",72.6,73.55,71.83,73.42,"17,446,600"
"Nov 22, 2024",70,71.54,69.35,71.51,"14,874,100"
"Nov 21, 2024",70.25,70.87,68.8,69.64,"25,657,700"
"Nov 20, 2024",69.29,70.33,68.95,69.6,"16,656,600"
"Nov 19, 2024",68.51,69.6,68.2,69.13,"22,289,100"
"Nov 18, 2024",72.04,72.04,67.8,69.33,"45,238,300"
"Nov 15, 2024",72.1,73.63,71.76,73.25,"23,980,900"
"Nov 14, 2024",71.16,72.75,70.76,71.44,"17,372,200"
"Nov 13, 2024",71.53,72.08,70.55,71.16,"15,006,000"
"Nov 12, 2024",71.97,72.68,71.2,71.37,"19,439,700"
"Nov 11, 2024",72.65,73,71.34,71.65,"22,682,200"
"Nov 8, 2024",73.44,73.56,71.56,72.04,"20,152,600"
"Nov 7, 2024",76.1,76.4,72.74,73.13,"24,305,900"
"Nov 6, 2024",73.46,74.62,70.74,74.36,"26,410,700"
"Nov 5, 2024",73.55,74.34,73.24,74.15,"12,274,600"
"Nov 4, 2024",72.75,74.22,72.66,73.25,"14,949,100"
"Nov 1, 2024",73.94,74.15,72.25,73.25,"33,542,200"
"Oct 31, 2024",74.5,74.99,69.87,72.05,"64,047,100"
"Oct 30, 2024",79.23,80.07,78.82,79.43,"14,997,700"
"Oct 29, 2024",77.85,79.99,77.77,79.21,"14,469,600"
"Oct 28, 2024",78.2,78.38,77.47,77.69,"9,311,900"
"Oct 25, 2024",78.26,78.84,76.96,77.62,"11,727,400"
"Oct 24, 2024",78,78.6,77.14,78.38,"15,220,900"
"Oct 23, 2024",80.06,80.32,79.36,79.83,"8,689,900"
"Oct 22, 2024",80.47,81.25,79.98,80.41,"10,754,000"
"Oct 21, 2024",79.94,80.57,79.55,80.46,"11,238,700"
"Oct 18, 2024",80.53,80.55,78.8,79.16,"14,186,700"
"Oct 17, 2024",79.92,80.88,79.41,79.9,"27,373,200"
"Oct 16, 2024",82.93,83.48,81.62,81.9,"12,398,500"
"Oct 15, 2024",84.77,84.77,82.65,83.2,"14,858,500"
"Oct 14, 2024",85.64,86.18,84.18,84.94,"14,752,400"
"Oct 11, 2024",82,87,81.86,86.34,"57,290,500"
"Oct 10, 2024",77.65,78.24,76.9,77.92,"15,033,600"
"Oct 9, 2024",76,77.96,75.96,77.87,"17,251,100"
"Oct 8, 2024",75.25,77.02,75.06,76.17,"17,800,300"
"Oct 7, 2024",74.25,75.74,73.73,74.59,"15,328,800"
"Oct 4, 2024",74.11,74.32,73.22,74.28,"10,750,300"
"Oct 3, 2024",72.56,73.21,71.9,72.94,"11,096,300"
"Oct 2, 2024",74.09,74.31,72.79,72.87,"11,323,400"
"Oct 1, 2024",75.77,75.77,73.84,74.24,"8,980,500"
"Sep 30, 2024",75.32,75.72,74.25,75.16,"12,991,100"
"Sep 27, 2024",77.03,77.08,75.7,75.75,"7,580,100"
"Sep 26, 2024",78.36,78.45,75.13,76.69,"14,788,600"
"Sep 25, 2024",77.51,78.28,77.08,77.14,"12,552,600"
"Sep 24, 2024",76,77.51,75.97,77.44,"16,099,200"
"Sep 23, 2024",75.11,75.27,73.78,74.71,"8,285,300"
"Sep 20, 2024",74.82,75.05,73.45,73.94,"17,472,700"
"Sep 19, 2024",74.98,76.46,74.56,75.28,"17,698,400"
"Sep 18, 2024",72.77,74.74,72.19,73.5,"11,720,900"
"Sep 17, 2024",71.97,73.73,71.31,72.78,"14,639,800"
"Sep 16, 2024",72.36,72.5,71.04,71.52,"12,016,700"
"Sep 13, 2024",72.4,72.75,70.94,72.48,"30,376,500"
"Sep 12, 2024",70.06,70.49,67.85,68.09,"16,381,700"
"Sep 11, 2024",68.83,70.22,67.12,70.11,"14,671,900"
"Sep 10, 2024",70,70.46,67.64,68.99,"20,227,200"
"Sep 9, 2024",70.95,71.19,69.63,69.8,"8,804,600"
"Sep 6, 2024",71.13,72.02,68.73,69.58,"11,449,800"
"Sep 5, 2024",71.08,72.62,70.92,71.25,"8,890,900"
"Sep 4, 2024",71.52,72.69,71.3,71.56,"7,995,800"
"Sep 3, 2024",72.57,73.61,71.21,71.89,"13,053,300"
"Aug 30, 2024",72.89,73.42,72.06,73.13,"12,676,900"
"Aug 29, 2024",72.5,73.28,72.13,72.24,"9,300,800"
"Aug 28, 2024",72.5,72.55,71.02,71.85,"9,529,400"
"Aug 27, 2024",72.49,73.09,71.8,72.56,"7,294,100"
"Aug 26, 2024",74.3,74.3,72.11,72.61,"10,999,900"
"Aug 23, 2024",72.85,74.46,72.35,74.3,"13,065,600"
"Aug 22, 2024",73.55,74.12,72.67,73.31,"9,571,900"
"Aug 21, 2024",73.72,74.29,73.06,73.48,"9,290,200"
"Aug 20, 2024",74.27,74.48,73.28,73.31,"10,246,500"
"Aug 19, 2024",72,74.22,71.79,74.18,"13,821,300"
"Aug 16, 2024",72.5,73.35,71.75,72.04,"11,548,300"
"Aug 15, 2024",72.51,73.42,72.29,72.73,"13,711,300"
"Aug 14, 2024",71.6,72,70.61,71.93,"12,337,000"
"Aug 13, 2024",69.77,71.19,69.38,71.06,"15,472,500"
"Aug 12, 2024",68.61,69.31,68.02,69.26,"10,826,100"
"Aug 9, 2024",69.14,69.38,67.75,68.54,"12,770,300"
"Aug 8, 2024",66.53,69.17,65.95,69.01,"21,779,100"
"Aug 7, 2024",65.56,68.4,65.49,65.54,"31,493,600"
"Aug 6, 2024",62.55,65.82,60.5,64.87,"53,336,900"
"Aug 5, 2024",55.53,58.65,54.84,58.48,"32,063,700"
"Aug 2, 2024",59.38,59.58,56.86,58.99,"27,654,600"
"Aug 1, 2024",64.86,65,60.76,61.02,"18,967,900"
"Jul 31, 2024",63.88,65.18,63.66,64.47,"18,209,700"
"Jul 30, 2024",64.15,64.77,62.61,63.09,"16,506,200"
"Jul 29, 2024",64.83,65.25,63.72,63.76,"16,907,000"
"Jul 26, 2024",66.1,66.26,64.18,64.4,"17,379,400"
"Jul 25, 2024",66,69.37,64.4,65.74,"22,596,900"
"Jul 24, 2024",67.27,67.79,65.78,66.14,"15,187,100"
"Jul 23, 2024",68.05,69.1,67.28,67.52,"9,539,800"
"Jul 22, 2024",67.53,68.78,67.08,67.73,"13,408,000"
"Jul 19, 2024",66.78,67.44,66.1,67.31,"12,809,600"
"Jul 18, 2024",69,69.34,65.81,66.26,"21,988,900"
"Jul 17, 2024",73.38,73.41,68.56,68.62,"27,884,400"
"Jul 16, 2024",73.11,75.4,73.11,74.3,"17,529,000"
"Jul 15, 2024",73.06,73.25,70.76,72.29,"13,472,600"
"Jul 12, 2024",72.11,73.8,72.11,72.43,"14,683,700"
"Jul 11, 2024",69.51,73.64,68.85,73.53,"26,702,500"
"Jul 10, 2024",71.5,71.5,68.38,69.27,"14,638,800"
"Jul 9, 2024",71.4,72.28,71.13,71.32,"8,757,900"
"Jul 8, 2024",71.31,71.78,70.75,71.25,"7,231,100"
"Jul 5, 2024",70.99,71.42,70.39,71.06,"6,599,200"
"Jul 3, 2024",70.66,72.14,70.5,71.3,"7,869,800"
"Jul 2, 2024",71.25,71.26,68.88,70.67,"14,319,000"
"Jul 1, 2024",72.2,72.58,69.4,71.1,"13,438,700"
"Jun 28, 2024",70.81,73.26,70.77,72.68,"21,375,900"
"Jun 27, 2024",70.98,71.32,70.07,70.34,"9,650,500"
"Jun 26, 2024",70.94,71.6,70.55,70.85,"10,232,600"
"Jun 25, 2024",71.86,72.94,70.22,71.38,"18,911,600"
"Jun 24, 2024",69.83,71.23,69.75,70.54,"12,479,300"
"Jun 21, 2024",70.04,70.25,69.23,70.21,"20,913,300"
"Jun 20, 2024",70.51,71.12,69.73,70.3,"10,662,400"
"Jun 18, 2024",70.6,71.21,69.89,70.33,"9,511,600"
"Jun 17, 2024",69.91,70.83,69.83,70.49,"14,760,500"
"Jun 14, 2024",70.91,71,69.32,70.06,"11,601,100"
"Jun 13, 2024",73.16,73.16,70.24,70.86,"17,109,400"
"Jun 12, 2024",71.31,73.6,71,73.15,"24,435,500"
"Jun 11, 2024",68.6,69.6,67.76,69.59,"12,741,200"
"Jun 10, 2024",69.28,69.69,66.56,68.6,"19,168,900"
"Jun 7, 2024",68.9,69.71,68.11,69.31,"13,932,600"
"Jun 6, 2024",67.45,69.69,67.33,68.9,"25,871,500"
"Jun 5, 2024",64.94,66.28,64.21,65.82,"19,513,500"
"Jun 4, 2024",64.06,65.19,63.7,64.55,"12,689,200"
"Jun 3, 2024",64.78,64.96,62.94,63.79,"14,922,200"
"May 31, 2024",64.2,64.63,63.14,64.56,"17,322,400"
"May 30, 2024",64.79,65.41,63.72,64.12,"12,692,500"
"May 29, 2024",63.01,65.36,62.91,64.93,"16,987,900"
"May 28, 2024",64.61,64.61,63.1,63.52,"14,213,300"
"May 24, 2024",63.78,64.76,63.62,64.26,"10,380,500"
"May 23, 2024",65.56,65.8,63.25,63.6,"20,115,000"
"May 22, 2024",64.82,66.09,64.52,65.48,"22,562,100"
"May 21, 2024",64.13,64.65,63.81,63.97,"16,592,500"
"May 20, 2024",65.64,65.87,64.31,64.65,"15,864,400"
"May 17, 2024",66.5,66.64,65.52,65.67,"15,703,300"
"May 16, 2024",66.97,67.33,66,66.05,"19,923,500"
"May 15, 2024",66,66.66,65.22,66.62,"16,308,700"
"May 14, 2024",65.85,66.1,64.75,65.32,"19,462,300"
"May 13, 2024",67,67.06,64.72,66.02,"18,983,100"
"May 10, 2024",67.82,67.9,66.4,66.99,"18,924,400"
"May 9, 2024",66.81,68.57,66.75,67.93,"27,965,500"
"May 8, 2024",64.5,67.2,63.83,66.4,"84,220,000"
"May 7, 2024",72.64,72.64,69.8,70.43,"24,427,300"
"May 6, 2024",71,73.82,70.83,71.51,"25,001,900"
"May 3, 2024",69.85,70.34,69.03,69.23,"15,557,700"
"May 2, 2024",68.4,69.04,67.63,68.57,"18,229,300"
"May 1, 2024",66.04,69.41,65.86,67.79,"21,266,700"
"Apr 30, 2024",67.22,68.6,66.07,66.27,"22,707,300"
"Apr 29, 2024",68.5,68.66,67.2,67.4,"20,102,600"
"Apr 26, 2024",69.97,70.15,68.7,69.05,"16,187,600"
"Apr 25, 2024",67.86,70.29,67.38,69.31,"20,545,200"
"Apr 24, 2024",70.15,70.22,67.36,69.36,"27,515,600"
"Apr 23, 2024",70.02,71.14,69.62,70.8,"16,814,200"
"Apr 22, 2024",70.48,70.89,68.48,68.98,"26,804,900"
"Apr 19, 2024",71.15,71.15,68.38,69.2,"23,087,600"
"Apr 18, 2024",72.26,72.86,70.64,71.3,"20,426,000"
"Apr 17, 2024",75,75.61,71.04,71.94,"15,363,100"
"Apr 16, 2024",73.39,74.7,72.7,74.13,"14,513,100"
"Apr 15, 2024",76.38,76.68,72.88,73.4,"16,093,400"
"Apr 12, 2024",75.05,75.82,74.49,75.28,"11,582,600"
"Apr 11, 2024",74.8,76.56,74.71,76.18,"13,653,600"
"Apr 10, 2024",74.4,75.31,73.54,74.35,"12,533,900"
"Apr 9, 2024",74.77,75.5,73.33,75.14,"13,766,800"
"Apr 8, 2024",76.7,76.86,73.95,75.03,"22,867,600"
"Apr 5, 2024",75.34,78.39,74.92,77.16,"21,541,300"
"Apr 4, 2024",77.24,77.67,74.48,74.92,"17,191,300"
"Apr 3, 2024",76.84,78.85,76.54,76.81,"19,883,100"
"Apr 2, 2024",75.66,77.33,74.97,76.98,"15,838,800"
"Apr 1, 2024",77,77.78,76,76.4,"12,201,800"
"Mar 28, 2024",77.9,78.05,76.89,76.99,"13,421,900"
"Mar 27, 2024",78.96,79,76.85,78.11,"13,157,000"
"Mar 26, 2024",79.8,80.18,77.78,77.91,"12,438,300"
"Mar 25, 2024",79.99,81.04,79.39,79.41,"10,254,300"
"Mar 22, 2024",79.8,80.45,79.2,80.23,"8,863,500"
"Mar 21, 2024",79.6,81.23,79.09,80.25,"16,191,100"
"Mar 20, 2024",77.09,78.95,76.75,78.64,"11,490,400"
"Mar 19, 2024",75.38,77.18,74.19,77.08,"13,035,200"
"Mar 18, 2024",77,77,73.66,75.7,"18,936,700"
"Mar 15, 2024",77,77.84,75.77,76.07,"24,552,000"
"Mar 14, 2024",78.34,78.48,76.9,77.65,"12,737,200"
"Mar 13, 2024",78,79.69,77.93,78.25,"12,065,100"
"Mar 12, 2024",78.01,78.48,77.48,78.32,"11,303,800"
"Mar 11, 2024",78.7,78.89,76.53,77.47,"13,781,400"
"Mar 8, 2024",79.94,81.98,78.21,78.7,"16,409,100"
"Mar 7, 2024",79.4,80.07,78.26,79.41,"13,873,300"
"Mar 6, 2024",80.17,80.99,78.53,78.64,"13,734,700"
"Mar 5, 2024",80.83,80.85,77.43,79.09,"19,761,600"
"Mar 4, 2024",81.94,82.14,80.79,81.3,"15,989,200"
"Mar 1, 2024",79.5,81.47,79.32,81.03,"18,520,800"
"Feb 29, 2024",78.35,79.68,77.93,79.5,"19,405,500"
"Feb 28, 2024",78.6,78.66,77.42,77.73,"11,853,100"
"Feb 27, 2024",78.64,79.75,77.81,78.75,"13,707,300"
"Feb 26, 2024",78.28,78.5,77.3,78.36,"16,617,300"
"Feb 23, 2024",78.5,78.97,77.72,78.2,"15,648,800"
"Feb 22, 2024",79.59,79.72,77.51,78.03,"16,766,400"
"Feb 21, 2024",76.32,77.49,75.88,76.44,"15,102,100"
"Feb 20, 2024",78.23,78.42,75.82,76.6,"24,203,100"
"Feb 16, 2024",80.55,80.88,78.11,78.41,"24,442,600"
"Feb 15, 2024",79,81.86,78.28,81.39,"40,330,200"
"Feb 14, 2024",74.6,79.2,74.31,79.15,"69,846,700"
"Feb 13, 2024",67.89,69.55,66.71,68.99,"22,857,100"
"Feb 12, 2024",71,71.38,68.74,69.12,"19,554,900"
"Feb 9, 2024",71.43,72.04,69.69,70.91,"20,858,700"
"Feb 8, 2024",71.93,73.05,71.19,71.61,"21,618,200"
"Feb 7, 2024",67.6,71.9,67.24,70.65,"43,367,000"
"Feb 6, 2024",69.06,70.68,68.44,70.47,"34,464,000"
"Feb 5, 2024",68.24,69.99,67.86,68.99,"26,079,500"
"Feb 2, 2024",66.98,68.25,66.51,68.07,"18,642,700"
"Feb 1, 2024",66.12,66.85,65.59,66.73,"12,504,200"
"Jan 31, 2024",65.7,66.25,64.85,65.27,"17,026,400"
"Jan 30, 2024",66.9,67.69,66.22,66.84,"17,562,100"
"Jan 29, 2024",65.6,67.1,65.56,66.98,"15,902,000"
"Jan 26, 2024",65.65,66.04,65.29,65.52,"13,099,600"
"Jan 25, 2024",64.28,66.03,63.71,66,"21,963,000"
"Jan 24, 2024",64,64.4,63.22,63.76,"17,238,100"
"Jan 23, 2024",64.5,64.81,63.69,64.32,"13,619,600"
"Jan 22, 2024",65.44,65.61,64.15,64.55,"17,851,700"
"Jan 19, 2024",64.9,65.39,64.41,65.11,"20,332,900"
"Jan 18, 2024",64,65,63.38,64.88,"24,149,900"
"Jan 17, 2024",62.95,63.42,61.68,63.12,"19,971,600"
"Jan 16, 2024",63,64,62.92,63.65,"19,511,800"
"Jan 12, 2024",63.2,64.92,63,63.2,"26,367,100"
"Jan 11, 2024",62.99,63.61,61.86,63.47,"28,888,900"
"Jan 10, 2024",60.28,62.61,60.28,62.41,"30,788,900"
"Jan 9, 2024",58.5,60.54,58.45,60.3,"22,319,900"
"Jan 8, 2024",58.09,59.16,57.85,59.01,"21,213,000"
"Jan 5, 2024",58.11,58.51,57.22,57.58,"17,875,200"
"Jan 4, 2024",58.25,58.99,57.73,57.8,"20,370,700"
"Jan 3, 2024",57.48,58.9,57.33,58.25,"31,800,600"
"Jan 2, 2024",60.73,60.91,57.93,58.38,"41,978,600"
"Dec 29, 2023",62.36,63.14,61.3,61.57,"21,602,500"
"Dec 28, 2023",63.45,63.53,62.83,63.14,"13,795,600"
"Dec 27, 2023",62,63.43,62,63.28,"20,806,000"
"Dec 26, 2023",61.71,62.2,61.31,61.98,"16,077,200"
"Dec 22, 2023",61.7,62.24,61.28,61.71,"14,709,400"
"Dec 21, 2023",61.24,61.76,60.83,61.46,"19,999,600"
"Dec 20, 2023",61.49,62.28,60.62,60.68,"28,286,100"
"Dec 19, 2023",61.88,62.7,61.69,62.12,"26,813,800"
"Dec 18, 2023",62.01,62.49,61.33,61.73,"28,614,000"
"Dec 15, 2023",62.16,63.53,61.41,61.86,"364,231,800"
"Dec 14, 2023",62.01,62.81,60.61,62.5,"44,818,100"
"Dec 13, 2023",62.71,62.88,61.45,61.97,"41,661,700"
"Dec 12, 2023",62.06,63.03,61.83,62.72,"27,144,300"
"Dec 11, 2023",61.53,62.99,60.94,62.46,"30,389,700"
"Dec 8, 2023",60.51,62.25,60.51,61.7,"28,844,800"
"Dec 7, 2023",59.67,60.99,59.53,60.98,"34,410,200"
"Dec 6, 2023",58.37,59.98,58.36,59.75,"33,835,000"
"Dec 5, 2023",58.01,58.66,57.7,57.97,"39,170,600"
"Dec 4, 2023",60.01,60.92,58.57,58.63,"85,417,300"
"Dec 1, 2023",56.67,57.87,56.25,57.35,"28,162,400"
"Nov 30, 2023",56.61,56.77,55.53,56.38,"32,769,800"
"Nov 29, 2023",56.49,57.13,56.15,56.4,"23,496,200"
"Nov 28, 2023",55.98,56.45,55.69,56.21,"20,457,500"
"Nov 27, 2023",55.47,56.46,55.29,56.06,"19,101,900"
"Nov 24, 2023",55.15,55.94,55.07,55.32,"10,696,800"
"Nov 22, 2023",55.1,55.82,54.96,55.37,"18,459,700"
"Nov 21, 2023",54.23,55.08,53.89,54.85,"34,115,500"
"Nov 20, 2023",53.83,55.35,53.76,54.75,"28,511,600"
"Nov 17, 2023",54.13,54.51,54.01,54.44,"16,119,500"
"Nov 16, 2023",53.5,54.51,53.15,54.42,"20,810,800"
"Nov 15, 2023",53.92,54.26,53.16,53.76,"22,419,700"
"Nov 14, 2023",52.9,54.31,52.39,53.88,"30,621,900"
"Nov 13, 2023",51.17,52.42,50.72,52.24,"21,026,900"
"Nov 10, 2023",50.01,52.1,49.9,51.58,"27,228,600"
"Nov 9, 2023",49.3,50.68,49.02,50.05,"29,962,300"
"Nov 8, 2023",50.04,50.3,48.9,49.5,"37,726,700"
"Nov 7, 2023",47,50.04,46.68,49.92,"81,365,400"
"Nov 6, 2023",47.94,48.3,47.43,48.14,"27,843,100"
"Nov 3, 2023",46.92,48.15,46.63,47.75,"21,946,800"
"Nov 2, 2023",45.35,46.86,45.25,46.48,"25,816,900"
"Nov 1, 2023",43.25,44,42.91,43.83,"18,989,300"
"Oct 31, 2023",42.82,43.53,42.2,43.28,"18,414,000"
"Oct 30, 2023",42.01,43,42.01,42.73,"21,292,700"
"Oct 27, 2023",41.21,42.15,40.8,41.23,"17,098,600"
"Oct 26, 2023",42.14,42.3,40.09,40.62,"23,465,500"
"Oct 25, 2023",43.3,43.49,42.06,42.35,"16,495,900"
"Oct 24, 2023",43.5,44.33,43.38,44.19,"17,566,500"
"Oct 23, 2023",42.53,43.97,42.25,43.04,"11,277,100"
"Oct 20, 2023",42.72,43.35,42.26,42.96,"13,941,300"
"Oct 19, 2023",43.02,43.27,42.19,42.72,"16,090,000"
"Oct 18, 2023",43.9,44.2,42.91,43,"15,388,000"
"Oct 17, 2023",44.41,45.26,44.05,44.38,"17,337,800"
"Oct 16, 2023",43.76,45,43.47,44.71,"20,447,100"
"Oct 13, 2023",45.82,46.29,42.7,43.48,"28,195,100"
"Oct 12, 2023",46.54,47.04,45.6,45.95,"15,983,600"
"Oct 11, 2023",46.9,47.21,46.26,46.64,"12,985,500"
"Oct 10, 2023",45.75,47.28,45.55,46.63,"14,538,600"
"Oct 9, 2023",45.15,45.6,44.58,45.45,"11,422,300"
"Oct 6, 2023",44.06,45.94,44.06,45.78,"14,754,800"
"Oct 5, 2023",44.84,44.93,43.65,44.61,"14,518,800"
"Oct 4, 2023",44.79,45.49,44.18,44.94,"12,476,100"
"Oct 3, 2023",45.36,45.6,44.33,44.51,"11,033,400"
"Oct 2, 2023",45.57,46.29,45.1,45.68,"14,976,700"
"Sep 29, 2023",46.75,46.92,45.85,45.99,"14,237,200"
"Sep 28, 2023",44.92,46.58,44.92,46.14,"22,199,200"
"Sep 27, 2023",44.51,45.47,44.44,45.14,"16,835,100"
"Sep 26, 2023",44.5,45.39,44.04,44.27,"11,283,600"
"Sep 25, 2023",44.14,45.11,44.11,44.91,"9,175,400"
"Sep 22, 2023",45.16,45.35,44.03,44.41,"16,158,700"
"Sep 21, 2023",45.79,45.79,43.93,44.6,"27,865,700"
"Sep 20, 2023",46.87,47.54,46.4,46.55,"22,582,000"
"Sep 19, 2023",46.4,47.76,46.21,47.59,"19,180,200"
"Sep 18, 2023",47.3,47.35,46.48,46.51,"15,025,500"
"Sep 15, 2023",48.19,48.49,47.27,47.52,"16,125,700"
"Sep 14, 2023",48.63,48.69,47.81,48.32,"13,068,200"
"Sep 13, 2023",47.51,48.36,47.28,48.16,"12,691,800"
"Sep 12, 2023",48.34,49.19,47.9,47.92,"18,809,000"
"Sep 11, 2023",47.74,48.97,47.65,48.94,"19,007,300"
"Sep 8, 2023",46.34,47.25,46.27,47.24,"15,956,900"
"Sep 7, 2023",45.5,46.68,45.25,46.27,"14,972,200"
"Sep 6, 2023",46.34,46.85,45.61,45.9,"14,262,700"
"Sep 5, 2023",46.87,47.14,46.3,46.55,"16,461,700"
"Sep 1, 2023",47.51,47.7,46.83,47.04,"14,607,000"
"Aug 31, 2023",46.69,47.57,46.52,47.23,"19,263,800"
"Aug 30, 2023",45.35,46.75,45.3,46.51,"19,869,400"
"Aug 29, 2023",44.21,45.58,44.12,45.35,"11,335,400"
"Aug 28, 2023",44.11,44.52,43.71,44.15,"10,424,100"
"Aug 25, 2023",44.71,44.84,43.08,43.96,"19,132,500"
"Aug 24, 2023",45.24,45.72,44.64,44.68,"18,129,600"
"Aug 23, 2023",44,45.62,44,45.14,"14,625,800"
"Aug 22, 2023",44.94,45.18,44.02,44.35,"13,599,800"
"Aug 21, 2023",44.98,45.3,44.01,44.63,"15,362,100"
"Aug 18, 2023",43.27,44.84,43.19,44.69,"17,132,100"
"Aug 17, 2023",44.18,44.86,43.91,43.97,"21,326,600"
"Aug 16, 2023",43.98,44.33,43.4,43.65,"14,980,800"
"Aug 15, 2023",44.7,44.88,44.01,44.08,"13,404,700"
"Aug 14, 2023",43.5,44.88,42.95,44.85,"15,828,800"
"Aug 11, 2023",44,44.3,43.31,43.71,"16,172,800"
"Aug 10, 2023",44.13,45.18,44.09,44.6,"16,908,200"
"Aug 9, 2023",45.25,45.46,43.84,44.11,"20,113,000"
"Aug 8, 2023",44.5,45.24,44.08,45.16,"14,742,200"
"Aug 7, 2023",45.01,45.53,44.38,44.95,"22,122,500"
"Aug 4, 2023",46,46.38,45.02,45.2,"25,639,600"
"Aug 3, 2023",46.22,47.85,45.79,45.91,"25,248,800"
"Aug 2, 2023",46.06,47.71,45.67,46.96,"36,303,800"
"Aug 1, 2023",48.67,49.03,46.01,46.65,"82,097,500"
"Jul 31, 2023",48.85,49.49,48.15,49.46,"38,736,800"
"Jul 28, 2023",47.14,48.43,46.71,48.14,"17,154,600"
"Jul 27, 2023",48,48.09,46.35,46.61,"17,992,000"
"Jul 26, 2023",47.05,47.56,46.62,47.31,"16,666,200"
"Jul 25, 2023",47.2,47.73,46.93,47.17,"14,188,200"
"Jul 24, 2023",47.06,47.55,46.84,47.32,"16,669,800"
"Jul 21, 2023",46.55,47.34,46.28,47.23,"20,176,900"
"Jul 20, 2023",46.07,47.5,45.86,46.57,"23,085,300"
"Jul 19, 2023",47.1,47.9,46.55,47.12,"21,990,900"
"Jul 18, 2023",45.34,47.75,45.34,47.41,"42,620,200"
"Jul 17, 2023",44.68,45.65,44.5,45.51,"21,937,900"
"Jul 14, 2023",45.9,46.4,44.56,44.75,"22,024,000"
"Jul 13, 2023",45.21,45.94,44.62,45.64,"21,193,200"
"Jul 12, 2023",45,45.22,43.97,44.52,"21,830,100"
"Jul 11, 2023",42.1,44.67,41.75,44.36,"32,165,000"
"Jul 10, 2023",42.58,43.2,42.44,42.78,"15,821,800"
"Jul 7, 2023",42.07,43.12,41.94,42.91,"14,931,300"
"Jul 6, 2023",42.99,43,41.87,42.11,"17,983,600"
"Jul 5, 2023",42.89,43.88,42.89,43.66,"15,730,400"
"Jul 3, 2023",43.17,43.4,42.58,43.09,"7,578,100"
"Jun 30, 2023",43.11,43.43,42.92,43.17,"17,412,300"
"Jun 29, 2023",44.09,44.28,42.11,42.58,"28,595,300"
"Jun 28, 2023",43.5,45.24,43.32,44.24,"28,187,400"
"Jun 27, 2023",44.69,44.83,43.75,43.83,"29,652,100"
"Jun 26, 2023",43.75,45.04,43.68,44.42,"33,693,000"
"Jun 23, 2023",42.59,43.76,42.33,43.34,"23,153,100"
"Jun 22, 2023",42.3,43.87,42.21,42.81,"19,542,100"
"Jun 21, 2023",42.5,43.22,41.77,42.66,"21,916,500"
"Jun 20, 2023",42.77,43.47,42.02,42.17,"19,931,300"
"Jun 16, 2023",43.07,43.67,42.53,43.52,"27,981,000"
"Jun 15, 2023",41.02,43.75,40.94,43.36,"41,477,800"
"Jun 14, 2023",41.3,41.59,40.57,41.27,"15,077,600"
"Jun 13, 2023",41.75,41.83,40.89,41.41,"16,659,600"
"Jun 12, 2023",41.26,41.74,41.06,41.74,"15,987,700"
"Jun 9, 2023",40.05,41,40.02,40.99,"21,932,700"
"Jun 8, 2023",39.18,40.63,39.04,40.26,"20,301,800"
"Jun 7, 2023",40.24,40.25,38.61,38.99,"23,653,900"
"Jun 6, 2023",40.25,40.73,39.93,40.25,"14,570,100"
"Jun 5, 2023",39.5,40.79,39.5,40.42,"24,218,600"
"Jun 2, 2023",39,39.89,39,39.73,"21,212,000"
"Jun 1, 2023",37.5,38.5,37.26,38.48,"17,115,300"
"May 31, 2023",37.25,38.05,37.07,37.93,"34,506,300"
"May 30, 2023",38.73,39.06,37.56,37.56,"18,143,200"
"May 26, 2023",38.24,38.76,38.22,38.45,"14,427,900"
"May 25, 2023",38.48,38.58,37.53,37.95,"18,634,200"
"May 24, 2023",38.05,38.66,37.77,37.96,"22,074,700"
"May 23, 2023",38.99,39.65,38.51,38.66,"18,679,400"
"May 22, 2023",39.13,40.5,39.08,39.17,"27,581,600"
"May 19, 2023",39.25,39.49,38.92,39.18,"19,750,800"
"May 18, 2023",37.98,39.49,37.76,39.25,"27,828,100"
"May 17, 2023",37.73,37.96,37.36,37.84,"19,534,400"
"May 16, 2023",37.93,38.15,37.44,37.44,"21,829,100"
"May 15, 2023",38.34,38.48,37.99,38.14,"17,826,600"
"May 12, 2023",38.64,39.23,38.2,38.45,"21,614,700"
"May 11, 2023",38.64,39.18,38.34,38.42,"16,515,600"
"May 10, 2023",38.6,38.95,38.17,38.79,"19,531,500"
"May 9, 2023",38.49,38.58,37.9,38.19,"19,387,000"
"May 8, 2023",37.82,38.93,37.48,38.83,"30,992,100"
"May 5, 2023",37.48,37.95,36.87,37.75,"24,676,200"
"May 4, 2023",37.48,37.8,36.69,37.49,"44,819,400"
"May 3, 2023",36.75,38.35,36.35,37.84,"68,580,800"
"May 2, 2023",35.02,36.63,34.23,36.52,"102,993,500"
"May 1, 2023",32,33,31.76,32.74,"49,867,100"
"Apr 28, 2023",29.62,31.27,29.42,31.05,"28,516,100"
"Apr 27, 2023",30.07,30.17,29.22,29.7,"27,293,700"
"Apr 26, 2023",29.7,30.12,29.47,29.68,"14,277,100"
